Company_Brand,Sector,Stage,HeadQuarter,What it does,Amount($),Founded,Founders,Investor,Top_Stage,Location
Illumnus,EdTech Startup,seed,Pune,"An innovative EdTech startup from IITB & BITS alumni, offering B2B SaaS-based collaborative LMS for Schools and Universities",100000.0,2018.0,"Akash Deep Singhal, Akshaya Singhal, Devashish Saxena, Gauri Dehnkar",23 High Networth Individuals (HNIs).,seed,Pune
CashKaro,E-commerce,series b,Gurgaon,Cashkaro is a coupons and cashback site rewarding customers for visiting online retailers through their site.,10000000.0,2012.0,"Rohan Bhargava, Swati Bhargava","Ratan Tata, Kalaari Capital",series b,Gurgaon
Newton School,EdTech Startup,seed,Bangalore,Newton School is a platform to learn and develop skills,650000.0,2019.0,"Nishant Chandra, Siddharth Maheshwari",Nexus Venture Partners,seed,Bangalore
Airmeet,Tech Startup,series a,Bangalore,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge",12000000.0,2019.0,"Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",series a,Bangalore
Observe ai,Tech,series b,San Francisco,"Observe.AI develops a voice AI platform for contact centers, turning agents into top performers.",54000000.0,2017.0,"Akash Singh, Sharath Keshava Narayana, Swapnil Jain","01 Advisors, Steadview Capital",series b,San Francisco
InCred,Finance,debt,Mumbai,"Provide loans for all your needs like personal loan for wedding, education loan, business loan",5000000.0,2016.0,Bhupinder Singh,"Pushpak Credit, Fiscal",debt,Mumbai
Toppr,EdTech,series d,Mumbai,Toppr is an Indian educational technology and online tutoring firm,35000000.0,2013.0,"Zishaan Hayath, Hemanth Goteti","Kaizenvest, Foundation Holdings",series d,Mumbai
CarTrade,Car Trade,series h,Mumbai,Buy and Sell Used Cars,42500000.0,2009.0,Vinay Sanghi,"Pincus, JP Morgan, Temasek, March Capital",Other,Mumbai
LEAD School,EdtTech,series c,Mumbai,Offers a high-end digital classroom system focused on enhancing the learning experience,28000000.0,2012.0,"Sumeet Mehta, Smita Deorah","Westbridge Capital, Elevar Equity",series c,Mumbai
Servify,Manufacturing,series c,Mumbai,"Enables top OEMs & ODMs in device distribution, sales, warranty",11370000.0,2015.0,Sreevathsa Prabhakar,"Blume Ventures, Tetrao",series c,Mumbai
Lido Learning,EdTech,series b,Mumbai,"Online classes for Std 4-9 in Math, Science, Coding, English & Leadership with top 1% tutors ?",7500000.0,2019.0,Sahil Sheth,"BAce Capital, Madhur Deora",series b,Mumbai
Apna.co,Job portal,series a,Bangalore,Can find all types of jobs from entry level to experienced people in over 60+ categories.,8000000.0,2019.0,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",series a,Bangalore
Quintype Technologies,Tech,series a,Bangalore,"Building a suite of digital publishing solutions to simplify content creation, distribution",325000.0,2014.0,Amit Rathore,"IIFL Asset Management, Raghav Bahl",series a,Bangalore
Dunzo,Tech,series e,Bangalore,Order online and get free delivery from your nearby restaurants,28000000.0,2014.0,"Kabeer Biswas, Ankur Agarwal, Dalvir Suri, Mukund Jha","Wes Schwalje, Alteria Capital",Other,Bangalore
Entropik,AI Platform,series a,Bangalore,Gain insights into human emotions with AI-powered platform affect lab.,8000000.0,2016.0,Ranjan Kumar,"IDFC-Parampara Fund, Bharat Innovation Fund",series a,Bangalore
Livspace,Home Design,series d,Bangalore,Interior design marketplace that connects interior designers,9000000.0,2014.0,"Anuj Srivastava, Ramakant Sharma","Mercer Investments, Nicholas Cator",series d,Bangalore
Ultraviolette Automotive,Automation,series b,Bangalore,Industries Automotive Electric Vehicle Energy Energy Storage,410000.0,2015.0,"Narayan Subramaniam, Niraj Rajmohan",TVS Motor Company,series b,Bangalore
WinZO,Gaming,series b,New Delhi,WinZO is a mobile e-Sports gaming platform in India. It is available in 10 regional languages of India.,18000000.0,2016.0,"Paavan Nanda, Saumya Singh Rathore","Makers Fund, Courtside Ventures",series b,New Delhi
SenseHawk,Solar SaaS,series a,Bangalore,SenseHawk is a SaaS platform that helps improve processes and saves cost in the development,5000000.0,2016.0,"Swarup Mavanoor, Rahul Sankhe","Falcon Edge Capital, SAIF Partners",series a,Bangalore
Railofy,WL & RAC protection,seed,Mumbai,Enables waitlisted passengers to reach their destination at the lowest possible price if their ticket is not,900000.0,2019.0,"Rohan Dedhia, Vaibhav Saraf, Hrishabh Sanghvi",Chiratae Ventures.,seed,Mumbai
Aibono,AgriTech,pre-series a,Bangalore,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,2000000.0,2014.0,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",pre-series a,Bangalore
BuildPan,SaaS startup,seed,Indore,"Buildpan helps you with continuous build, development and user feedback for iOS and Android development.",500000.0,2019.0,"Sonal Dandotia, Shantanu S, Virendra Chouhan, Vaibhav Tiwari","Sunil Kumar Singhvi, Yusho Kawata",seed,Indore
Homelane,Home interior services,bridge,Bangalore,Explore 1000's of fully customizable home interior designs.,8000000.0,2014.0,"Rama Harinath, Srikanth Iyer","Accel Partners, Sequoia Capital, Evolvence India, JSW Ventures",Other,Bangalore
MyGlamm,Fashion,series b,Mumbai,Buy Makeup kit & Cosmetics Products from international makeup brand,1000000.0,2015.0,Darpan Sanghvi,Bessemer Venture Partners,series b,Mumbai
Aviom,Finance,debt,New Delhi,A social impact focused housing finance company catering to housing needs of customers in semi urban areas,682000.0,2016.0,Kajal Ilmi,"Insitor Partners, C4D Partners",debt,New Delhi
Flinto,EdTech Startup,pre-series b,Chennai,Flintobox is an India-based company that produces educational activity boxes for children,7000000.0,2013.0,"Arunprasad Durairaj, Vijaybabu Gandhi, Shreenidhi Srirangam","Sinai Ventures, Y Combinator",Other,Chennai
WayCool,Agritech startup,series c,Chennai,WayCool is a social enterprise positively impacting the lives of India's farmers,5060000.0,2015.0,"Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",series c,Chennai
YAP,API platform,series a,Chennai,Create your own stream of Neo-banking and Deposit products using our bank-grade APIs,4050000.0,2014.0,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",series a,Chennai
Big Bang Boom Solutions,Deep Tech,series a,Chennai,It aims to co-create intellectual property that can reside within the borders of the country.,1050000.0,2018.0,"Dr. R. Shivaraman, Praveen Dwarakanath","Mumbai Angels, Defence Innovation Organisation",series a,Chennai
GUVI,EdTech Startup,series a,Chennai,Operates vernacular-language based education tech startup,800000.0,2014.0,Arun Prakash,"CBA Capital, Gray Matters Capital",series a,Chennai
BluSmart,Electricity,pre-series a,Gurugram,"BluSmart, an all-electric ride-hailing platform",7000000.0,2019.0,"Anmol Singh Jaggi, Punit K Goyal","Kalpavriksh, JITO Angel Network",pre-series a,Gurugram
Cell Propulsion,Automotive company,pre-series a,Bangalore,Designs and develops electric power drives and autonomous electric mobility solutions,3000000.0,2017.0,"Nakul Kukar, Paras Kaushal, Supratim Naskar","growX ventures, Sangam Ventures",pre-series a,Bangalore
MPL,Entertainment,series b,Bangalore,Mobile Premier League (also known as MPL) is the mobile e-Sports platform,50000000.0,2018.0,"Sai Srinivas Kiran Garimella, Shubham Malhotra","Sequoia Capital India, Times Internet",series b,Bangalore
Spoonshot,FMCG,seed a,Bangalore,A food science company using AI to predict consumer taste and food trends,1000000.0,2015.0,"Kishan Vasani, Sai Sreenivas Kodur","SRI Capital, Techstars Farm to Fork Accelerator",Other,Bangalore
Groww,FinTech,series c,Bangalore,Leading Investment and Trading Platform,30000000.0,2016.0,"Lalit Keshre, Harsh Jain, Neeraj Singh, Ishan Bansal","Y Combinator, Ribbit Capital",series c,Bangalore
i3 Systems,Insurance Tech,pre-series a,Mumbai,Transforming India's health insurance industry with its digital solutions and AI products for automation,1050000.0,2016.0,"Dr Mallesh Bommanahal, Varzavand Batliwala","Hatanaka Yosuke, Minomiya Takeo",pre-series a,Mumbai
SOAL,EdTech,series a-1,Mumbai,"A skill-tank nurturing students into disruptive, tech-empowered creators and future leaders",1000000.0,2017.0,"Pratik Agarwal, Raj Desai, Varsha Bhambhani","Krishnan Menon, Srinivas Kollipara",Other,Mumbai
OckyPocky,EdTech,seed,Gurugram,Ockypocky helps kids in learning spoken english,400000.0,2015.0,Amit Agrawal,"SucSEED Venture Partners, ah! Ventures",seed,Gurugram
Hippo Video,Video personalization,series a,New York,Helps enterprise businesses achieve their marketing and sales goals through seamless video,4000000.0,2016.0,Karthi Mariappan,"Surge, Kae Capital",series a,New York
Hasura,Software Company,series b,San Francisco,"Builds developer tooling products, including open source tools, backend",25000000.0,2017.0,"Tanmai Gopal, Rajoshi Ghosh","Nexus Venture Partners, Sam Lambert",series b,San Francisco
Qapita,FinTech,seed,Singapore,Qapita provides digital equity management tools for private companies and startups.,1080000.0,2019.0,"Ravi Ravulaparthi, Lakshman Gupta, Vamsee Mohan","Alto Partners, Mission Holdings",seed,Singapore
Sunday,FinTech,pre-series b,Bangkok,An end-to-end insurance products and services provider that uses AI to offer personalized packages.,9000000.0,2017.0,Cindy Kua,"SCB 10X, LINE Ventures",Other,Bangkok
Gamezop,Gaming,series a,Gurugram,A multi-game platform,4300000.0,2015.0,"Yashash Agarwal, Gaurav Agarwal","Powerhouse ventures, Tracxn,",series a,Gurugram
Phool.co,Biomaterial startup,pre-series a,Kanpur,They use flowers from temples across India's and create useful products such as rose incense cone,1400000.0,2017.0,Ankit Agarwal,Kaplan Foundation,pre-series a,Kanpur
IDfy,IT,series a,Mumbai,IDfy provides risk and fraud solutions,2110000.0,2011.0,"Ashok Hariharan, Vineet Jawa","Millenna FVCI III, NB Ventures, Dream Incubator",series a,Mumbai
True Balance,Finance,series c,Gurugram,Earn money by meeting financial needs of your friends and neighbors.,3000000.0,2014.0,"Charlie, Jay, Martin",Balancehero,series c,Gurugram
MechMocha,Entertainment,series a,Bangalore,India's first vernacular social gaming platform,292000.0,2011.0,"Arpita Kapoor, Mohit Rangaraju, Shilp Gupta","Accel India, Blume Ventures, 3F Ventures, Akatsuki Inc",series a,Bangalore
Tracxn,Investment,series b,Bangalore,Tracxn is the research partner for Venture Capitalist,887000.0,2013.0,"Abhishek Goyal, Neha Singh","Saif partners, Accel partners, Sequoia capital",series b,Bangalore
Fanspole,Entertainment,pre-seed,Thane,India's only social fantasy gaming platform,3000000.0,2015.0,"Aniket Shinde, Hardik Gondaliya","Mohan Verma, Better Capital",pre-seed,Thane
CredoLab,Tech,series a,Singapore,AI credit scoring platform,7000000.0,2015.0,Peter Barcak,"GB Group, Walden International",series a,Singapore
Brick&Bolt,Construction,series a,Bangalore,"A construction company doing house construction, building construction, commercial construction",2200000.0,2018.0,"Arpit Rajpurohit, Jayesh Rajpurohit","Meghna Agarwal, Navin Dhanuka",series a,Bangalore
Bikayi,E-commerce,Seed,Hyderabad,Provides free whatsapp integrated E-Commerce Store,2000000.0,2019.0,"Sonakshi Nathani, Ashutosh Singla",Mantis ventures,Seed,Hyderabad
TrulyMadly Matchmakers,Dating app,pre-series a,Gurugram,One of the best dating Apps in India connecting singles across the country.,110000.0,2014.0,Snehil Khanor,"AngelList, Inflection Point Ventures, The Chennai Angels",pre-series a,Gurugram
TrueFan,Media,Seed,Mumbai,Enables users to play quizzes around celebrities and winners get a personalised video message from stars.,4300000.0,2020.0,"Nimish Goel, Nevaid Aggarwal, Devender Bindal","Mayfield India, Saama Capital, Ronnie Screwvala",Seed,Mumbai
Fanspole,Gaming,pre-seed round,Mumbai,A free app that users can use to create contests and play,3000000.0,2015.0,"Aniket Shinde, Hardik Gondaliya",Better Capital,Other,Mumbai
Avail Finance,Fintech,series b,Bangalore,Instant online loan app,11635000.0,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alphawave, Matrix Partners",series b,Bangalore
Virohan,Healthcare/Edtech,seed round & series a,Gurgaon,Healthcare training company,2800000.0,2018.0,"Kunaal Dudeja, Nalin Saluja, Archit Jayaswal","Keiretsu Forum, Elea Foundation",Other,Gurgaon
LEAD School,EdTech,series c,Mumbai,Offers an integrated system for schools by helping them digitize the entire curriculum,28000000.0,2012.0,"Sumeet Yashpal Mehta, Smita Deorah","WestBridge Capital, Elevar Equity",series c,Mumbai
Trell,Social e-commerce,series a,Bangalore,Allows users to share their travel experiences,11000000.0,2016.0,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba, Nirav Sheth","KTB Network, Samsung Ventures, Ankur Nagpal, Gokul Rajaram, Vineet Buch",series a,Bangalore
Captain Fresh,Food & Logistics,pre series a,Bangalore,Sea food Supply chain,2300000.0,2019.0,Utham Gowda,Ankur Capital,pre series a,Bangalore
Pixxel,SpaceTech,Seed,Bangalore,Indian Earth observation startup,5000000.0,2019.0,"Kshitij Khandelwal, Awais Ahmed","Lightspeed India Partners, Blume Ventures, GrowX ventures",Seed,Bangalore
Habbit Health,Nutrition Tech,pre seed round,Delhi,Applies modern science for healthier life through proprietary foods & digital ecosystem,3000000.0,2019.0,Dhruv Bhushan,"3one4 Capital, Angel list India",Other,Delhi
SmarterBiz,Tech,pre series a,Bangalore,An end-to-end CX platform enabled with the gig workforce,1065000.0,2014.0,"Rajesh Bernard, Vijay Krishna, Prateek Mehta","StartupXseed Ventures, Bhaskar Pramanik, MJ Aravinf, Ravi Viswanath, Ramesh Radhakrishnan, Ranjan Biswas, MJ Aniketh.",pre series a,Bangalore
Stack Finance,Fintech,Seed,Bangalore,"It automates invesments, expenses, borrowing under a single platform",3000000.0,2019.0,Smriti Tomar,"SOSV, MOX (Mobile Only Accelerator)",Seed,Bangalore
Masai School,EdTech,series a,Bangalore,It trains tech aspirants in full stack wed and android development,2500000.0,2019.0,"Prateek Shukla, Nrupul Dev, Yogesh Bhat","Unitus Ventures, India Quotient, AngelList India",series a,Bangalore
LendingKart,Fintech,series d,Ahmedabad,Provides working capital loans and business loans to MSMEs,16076000.0,2014.0,"Public banks, Private lenders","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",series d,Ahmedabad
GrayQuest,EdTech,pre series a,Mumbai,Enables parents to pay their annual education fees in up to 12 monthly installments,1000000.0,2017.0,Rishab Mehta,Foundation Holdings,pre series a,Mumbai
BigHaat,Agritech,pre series a,Bangalore,Agri-inputs ecommerce player,2000000.0,2015.0,"Sateesh Nukala, SachinNandwana","Ankur Capital, Beyond Next Ventures",pre series a,Bangalore
CityCash,Fintech,Seed,Mumbai,Focusses on creating a transit led micro-payments ecosystem,1000000.0,2017.0,Vineet Toshniwala,Orios Venture Partners,Seed,Mumbai
HomeLane,Interior design,series d,Chennai,Provides interior designing solutions,1000000.0,2014.0,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs",series d,Chennai
HungerBox,Foodtech,series c,Bangalore,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias",6700000.0,2015.0,"Sandipan Mitra, Uttam Kumar",IIFL Income Opportunities Fund,series c,Bangalore
Eduvanz,Fintech,series a,Mumbai,Digital finance NBFC that provides affordable education loans,5000000.0,2016.0,"Varun Chopra, Raheel Shah",Sequoia India,series a,Mumbai
DocSumo,AI,Seed,Mumbai,Platform helps to automate and analyse financial data,220000.0,2019.0,"Rushabh Sheth, Bikram Dahl","Better Capital, TechStars, Barclays.",Seed,Mumbai
Chingari,Media,Seed,Bangalore,Short video platform,1300000.0,2018.0,"Biswatma Nayak, Siddharth Gautam","AngelList India, Utsav Somani, Village Global, LogX Ventures, Jasminder Singh Gulati",Seed,Bangalore
Rebel Foods,Food tech,series e2,Mumbai,Cloud kitchen platform,26500000.0,2011.0,"Jaydeep Barman, Kallol Bannerjee",Coatue Management,Other,Mumbai
Hevo,Tech,series a,Bangalore,Data pipeline startup,8000000.0,2017.0,"Manish Jethani, Sourabh Agarwal","Qualgro, Lachy Groom",series a,Bangalore
BigSpoon Foods,Foodtech,pre series a,Ahmedabad,Cloud kitchen startup,2000000.0,2019.0,"Kapil Mathrani, Rohan Bhatt, Poojan Thakkar","Urmin Family Office, Lemonade Ventures, TrueValue Group MD Yash Shah",pre series a,Ahmedabad
VilCart,Ecommerce,bridge round,Bangalore,"Retail industry in rural India through technology, supply chain, and logistics facilities.",3000000.0,2018.0,"Prasanna Kumar, Mahesh Bhat, Rajasekhar, Amith S Mali","N S Parthasarathy, Dilipkumar Khandelwal, Anand Nichani, Anath Ravi, Prashanth Prakash",Other,Bangalore
Toppr,Edtech,series d,Mumbai,It provides AI-based after school learning app for K12,46761000.0,2013.0,Zishaan Hayath,Foundation Holdings,series d,Mumbai
Pickright Technologies,Fintech,Seed,Bangalore,Marketplace for stock market investors and advisors,175000.0,2019.0,"Archana Elapavuluri, Namandeep Bhatia, Siddharth Panjwani","Sanjay Mehta, Vikram Pandya, Gaurav Gupta, Vivel Srivatsav, Madhavi Bollipalli, Srinivas Paanem, Satish Bogullu",Seed,Bangalore
Entri,Edtech,pre series a,Kochi,Local language learning startup,1700000.0,2017.0,Mohammed Hisamuddin,Good Capital,pre series a,Kochi
Ather Energy,Automobile,series c,Bangalore,Electric scooter manufacturer,11241000.0,2013.0,"Tarun Mehta, Swapnil Jain",Hero MotoCorp,series c,Bangalore
Vegrow,Agritech,Seed,Bangalore,It is building an asset-light farm by partnering with small farms on a profit-sharing model,2500000.0,2020.0,"Praneeth Kumar, Shobhit Jain, Mrudhukar Batchu, Kiran Naik","Matrix Partners India, Ankur Capital",Seed,Bangalore
Finn,Fintech,pre series a,Bangalore,Neobanking startup that digitises all banking transactions,3000000.0,2019.0,"Suman Maram, Sudheer Maram","Unicorn India, PointOne Capital, Astir Ventures",pre series a,Bangalore
StyleDotMe,Fashion Tech,pre series a,Gurugram,"mirrAR, helps jewellers sell jewellery with no physical inventory",467000.0,2014.0,"Meghna Saraogi, Akhil Tolani",Survam Partners,pre series a,Gurugram
ThriveFNC,Health & Wellness,Seed,Pune,Focusses on reversing chronic lifestyle disorders through functional nutrition.,3000000.0,2017.0,Mugdha Pradhan,Rajesh Ranavat,Seed,Pune
Vedantu,Edtech,series d,Bangalore,Onine learning platform,100000000.0,2011.0,"Saurabh Saxena, Pulkit Jain, Anand Prakash, Vamsi Krishna",Coatue,series d,Bangalore
Yumlane,Cloud Kitchen,pre series a,Mumbai,Online retailer that offers a range of on-the-go hot snacking and meals,1000000.0,2016.0,Hitesh Ahuja,Jetty Ventures,pre series a,Mumbai
Protinus Fashion Networking Pvt Ltd,Fashion,pre series a,Mumbai,Owns and operates fashion commerce and retail management platform 6Degree,3000000.0,2015.0,"Nikhil Hegde, Amit Bhardwaj",SucSEED Ventures,pre series a,Mumbai
Plum,Healthtech,Seed,Bangalore,Provides health benefits to corporates,927000.0,2019.0,"Abhishek Poddar, Saurabh Arora",Incubate Fund,Seed,Bangalore
IncNut Digital,Ecommerce,series a,Hyderabad,Owns and Operates two women-centric digital media platforms -- Stylecraze.com and Momjunction.com,4000000.0,2011.0,"Chaitanya Nallan, Sangram Simha, Veerendra Shivhare",RPSG Ventures,series a,Hyderabad
GigIndia,Tech,pre series a,Pune,Marketplace that provides on-demand work completion for companies through workforce of jobseekers,971000.0,2017.0,"Sahil Sharma, Aditya Shirole",Incubate Fund India,pre series a,Pune
Cuemath,Edtech,series b,Bangalore,It helps students to learn math online,2888000.0,2013.0,Manan Khurma,Trifecta Capital,series b,Bangalore
Earth Energy EV,Automobile,Seed,Mumbai,Electric vehicles startup,3000000.0,2017.0,Rushi Shenghani,LR Joshi,Seed,Mumbai
Blue Sky Analytics,Data Intelligence,Seed,Gurugram,"It is building AI-powered infrastructure to analyse air quality, pollution etc",1200000.0,2018.0,"Abhilasha, Kshitij Purwar","Beenext, Rainmatter CApital Pvt Ltd, Stanford Angels & Entrepreneurs",Seed,Gurugram
Decentro,Fintech,series a,Bangalore,Automated API-based platform that enables financial integrations.,15500000.0,2020.0,Rohit Taneja,Y Combinator,series a,Bangalore
Zolostays,Co-living,series c,Bangalore,It offers affordable housing apartments to young professionals and students,56000000.0,2015.0,"Akhil Sikri, Nikhil Sikri, Sneha Choudhry","Investcorp, Nexus Venture Partners, Mirae Assets, Trifecta Capital",series c,Bangalore
Frontier Markets,Ecommerce,pre series a,Jaipur,Women entreprenuers sells products and services to rural India,2250000.0,2011.0,Ajaitha Shah,"ENGIE RAssembleurs d'Energies, The Rise Fund, and The Singh Family Trusts,Teja Ventures, Beyond Capital Fund.",pre series a,Jaipur
Aye Finance,Fintech,series e,Gurugram,A finance lender to SMEs,16753000.0,2014.0,"Vikram Jetley, Sanjay Sharma",Invest in Vision,Other,Gurugram
Inspektlabs,AI,pre series a,Delhi,Focuses on building computer vision products for physical asset inspections,600000.0,2019.0,"Devesh Trivedi, Sanchit","Better Capital, Titan Capital",pre series a,Delhi
Big Bang Boom Solutions,Defense tech,series a,Chennai,It developed integrated intellectual properties for defense,1000000.0,2018.0,"Praveen Dwarkanath, Dr. Shivaraman Ramaswamy",Mumbai Angels Network,series a,Chennai
Flinto,Edtech,pre series b,Chennai,It is an educational subscription-box focussed at activity-based learning for the ages 2-12,7200000.0,2013.0,"Vijay Babu Gandhi, Shreenidhi Srirangam, Arunprasad Durairaj",Lightbox Ventures,Other,Chennai
Zetwerk,Marketplace,series c,Bangalore,B2B marketplace that connects manufacturing companies for industrial equipements,21000000.0,2018.0,"Amrit Acharya, Srinath Ramakkrushnan, Vishal Chaudhary",Greenoaks,series c,Bangalore
ChitMonks,Fintech,pre series a,Hyderabad,Offers enterprise private platform for chit fund firms,650000.0,2016.0,Pavan Adipuram,Unicorn India Ventures,pre series a,Hyderabad
Walrus,Fintech,pre-seed,Bangalore,It provides banking solutions for teens and young adults,3000000.0,2019.0,"Bhagaban Behera, Sriharsha Shetty, Nakul Kelkar",Better Capital,pre-seed,Bangalore
Rusk Media,Digital Media,Seed,Delhi,It creates video content,3000000.0,2019.0,Mayank Yadav,"InfoEdge Venture Fund, Sprout Venture Partners",Seed,Delhi
Bold Care,Health & Wellness,pre-seed round,Mumbai,Digital platform that offers sexologist consultations for  men,3000000.0,2019.0,"Rajat Jadhav, Rahul Krishnan, Harsh Singh, Mohit Yadav","Rajesh Ranavat, Abhishek Shah, Sheetal Bahl, Manu Rikhye, Ashish Taneja, Kabir Kochhar, Mohit Satyanand",Other,Mumbai
High Street Essentials,Ecommerce,pre series c,New Delhi,The parent company of women's fashion brands FabAlley and Indya,2743000.0,2012.0,"Shivani Poddar, Tanvi Malik","SAIF Partners, India Quotient",Other,New Delhi
Slice,Fintech,pre series b,Bangalore,A financial platform for youngsters,6082000.0,2016.0,Rajan Bajaj,Gunosy,Other,Bangalore
Aye Finance,Fintech,series e,Gurugram,A finance lender to SMEs,27700000.0,2014.0,"Vikram Jetley, Sanjay Sharma","Capital G, Alphabet's Independent growth fund",Other,Gurugram
Aether Biomedical,Medtech,seed investment,Delhi,"Medical robotics startup, focussed on developing rehabilitation devices",3000000.0,2016.0,"Dhruv Agrawal, Faith Jiwakhan",Chiratae Ventures,Other,Delhi
GoMechanic,Auto-tech,series b,Delhi,Find automobile repair and maintenance service providers,3000000.0,2016.0,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Pawan Munjal,series b,Delhi
Instasolv,Edtech,pre series a,Noida,It is a doubt-solving app for students from Class 6 to 12,2000000.0,2019.0,"Aditya Singhal, Nishant Sinha, Bahul Arora",Undisclosed,pre series a,Noida
Jai Kisan,Fintech,pre series a,Mumbai,A platform that caters the need of customers in rural areas,3937000.0,2017.0,"Arjun Ahluwalia, Adriel Maniego","Arkam Ventures, Nabventures",pre series a,Mumbai
Innoviti,SaaS,series c,Bangalore,Digital payments solutions company,3000000.0,2002.0,Rajeev Agrawal,"Entrepreneurial Development Bank, Bessemer Venture Partners",series c,Bangalore
Waycool,Agritech,series c,Chennai,Food development and distribution services,5500000.0,2015.0,"Karthick Jayraman, Sanjay Dasari",Induslnd Bank,series c,Chennai
HealthPlix,Healthtech,series b,Bangalore,It provides clinical software for doctors,6000000.0,2016.0,"Raghuraj Sunder Raju, Prasad Basavaraj, Sandeep Gudibanda","JSW Ventures, Chiratae Ventures, Kalaari Capital",series b,Bangalore
YoloBus,Mobility/Transport,series a,Gurugram,Intercity bus service startup,3300000.0,2019.0,"Shailesh Gupta, Mukul Shah",Nexus Venture Partners,series a,Gurugram
Pocket52,Gaming,series a,Bangalore,An online poker playing platform,1750000.0,2017.0,Nitesh Salvi,Gameskraft,series a,Bangalore
Wooden Street,Ecommerce,series a,Jaipur,It enables to order custom furniture online,3000000.0,2015.0,"Lokendra Ranawat, Dinesh Pratap Singh, Virendra Ranawat, Vikas Baheti",IAN Fund,series a,Jaipur
BankBazaar,Fintech,series d1,Chennai,Online marketplace that gives customers instant customised offers on loans and credit cards,5967000.0,2008.0,"Adhil Shetty, Arjun Shetty, Rati Shetty,",WSV Capital,Other,Chennai
Nutrova,Nutrition,pre series a,Mumbai,"Nutraceutical company developing evidence-based nutrition and nutraceutical products,",3000000.0,2013.0,Akshay Pai,DSG Consumer Partners,pre series a,Mumbai
Cube Wealth,SaaS,mid series,Mumbai,A digital wealth management services,500000.0,2018.0,"Satyen Kothari, Beenext, Asuka Holding","Beenext, Asuka Holding",Other,Mumbai
IVF Access,Healthtech,series a,Bangalore,It provdes IVF treatments,5000000.0,2019.0,"Naresh Rao, Nikhil Rajmohan, Harinath Chakravarthy, Pravin Sethuraman",Vertex Ventures SEA & India,series a,Bangalore
Hoi Foods,Foodtech,pre series a,Delhi,Quality food solution,2000000.0,2017.0,Indrajeet Roy,Crowd Fund,pre series a,Delhi
Swiflearn,Edtech,Seed,Gurugram,Learning platform for K-10 students looking for personalised learning,3000000.0,2019.0,"Abhinav Agarwal, Anand Bakode","Stellaris Venture Partners, Venture Highway",Seed,Gurugram
Remedo,Healthtech,pre series a,Delhi,The platform connects doctors with patients,3000000.0,2017.0,"Dr Ruchir Mehra, Harsh Bansal, Richeek Arya",River Rock Ventures. Inflection Point Ventures,pre series a,Delhi
Riskcovry,Insurtech,pre series a,Mumbai,Offers various insurance products,3000000.0,2018.0,"Suvendu Prusty, Sorabh Bhandari, Chiranth Patil.","Bharat Inclusion Seed Fund, Varanium Capital, and Better Capital",pre series a,Mumbai
LendingKart,Fintech,series d,Ahmedabad,Provides working capital loans and business loans to MSMEs,11363000.0,2014.0,"Harshvardhan Lunia, Mukul Sachan","Fullerton Financial Holdings, Bertelsmann India Investments, Sistema Asia Fund, IndiaQuotient",series d,Ahmedabad
Eggoz,Agritech,Seed,Bihar,"Provides technology backed, deep integration services to egg farmers",329000.0,2017.0,Uttam Kumar,"Tracxn Labs, Angellist, Tri-Deep Capital",Seed,Bihar
Intello Labs,"Supply chain, Agritech",series a,Gurugram,Standardisation and Quality control of fruits & vegetables,5900000.0,2016.0,"Milan Sharma, Nishant Mishra, Himani Shah, Devendra Chandani",Saama Capital,series a,Gurugram
SirionLabs,SaaS,series c,Gurugram,"Provides procurement, outsourcing services & contract management software",44000000.0,2012.0,Ajay Agrawal,"Tiger Global, Avatar Growth Capital",series c,Gurugram
GroCurv,B2B,Seed,Gurugram,"It offers a wide range of business related services like Branding, marketing, sales etc.,",3000000.0,2019.0,"Venkatesh Rangachari, Vipul Gupta",Unicorn Investments Pte Ltd,Seed,Gurugram
Refrens,SaaS,Seed,Bangalore,"Offers a free invoicing, payments and expense management system",1000000.0,2019.0,"Naman Sarawagi, Mohit Jain","Vijay Shekhar Sharma, Anupam Mittal",Seed,Bangalore
Vernacular ai,AI,series a,Bangalore,It offers Multiligual AI platform,5100000.0,2016.0,"Gupta, Akshay Deshraj, Manoj Sarda","Exfinity Ventures, IAN Fund",series a,Bangalore
Codeninja,SaaS,Seed,Bangalore,AI-powered 'no-code' platform which can generate application development code,3000000.0,2016.0,"Prashanth Kuppur, Deepak Kalhan, Saurabh Kukreti, Richpal Gora","Hari Balasubramanian, EaSyndicate",Seed,Bangalore
